胫骨时间(ms),胫骨偏移(mm),股骨远端时间(ms),股骨远端偏移(mm),股骨前侧时间(ms),股骨前侧偏移(mm),股骨后侧时间(ms),股骨后侧偏移(mm),股骨后斜时间(ms),股骨后斜偏移(mm),股骨前斜时间(ms),股骨前斜偏移(mm)
130929,0.865,131320,-0.095,,,,,,,,
131029,0.647,131420,-0.759,,,,,,,,
131129,0.637,131520,-1.066,,,,,,,,
131229,0.708,131600,-0.883,,,,,,,,
131329,0.431,131700,-0.609,,,,,,,,
131429,0.751,131800,-0.424,,,,,,,,
131529,0.914,131900,-0.345,,,,,,,,
131629,0.437,132000,0.165,,,,,,,,
131729,0.685,132100,0.124,,,,,,,,
131829,0.832,132200,0.077,,,,,,,,
131929,0.397,132300,0.282,,,,,,,,
132028,0.51,132400,-0.025,,,,,,,,
132122,0.543,132500,-0.425,,,,,,,,
132222,0.556,132600,-0.315,,,,,,,,
132322,0.271,132700,-0.02,,,,,,,,
132406,0.642,132800,-0.176,,,,,,,,
132506,0.664,132900,-0.237,,,,,,,,
132606,0.507,133000,0.021,,,,,,,,
132706,0.299,133100,0.289,,,,,,,,
132806,0.435,133200,0.104,,,,,,,,
132906,0.71,133300,-0.173,,,,,,,,
133006,0.804,133400,-0.398,,,,,,,,
133106,0.328,,,,,,,,,,
133206,0.412,,,,,,,,,,
133306,0.576,,,,,,,,,,
133406,0.585,,,,,,,,,,
133506,0.686,,,,,,,,,,
133606,0.722,,,,,,,,,,
133706,0.342,,,,,,,,,,
133806,0.365,,,,,,,,,,
133906,0.331,,,,,,,,,,
134006,0.415,,,,,,,,,,
134106,0.425,,,,,,,,,,
134206,0.572,,,,,,,,,,
134306,0.71,,,,,,,,,,
134406,0.621,,,,,,,,,,
134506,0.586,,,,,,,,,,
134606,0.479,,,,,,,,,,
134706,0.511,,,,,,,,,,
134806,0.376,,,,,,,,,,
134889,0.401,,,,,,,,,,
134989,0.414,,,,,,,,,,
135089,0.387,,,,,,,,,,
135189,0.341,,,,,,,,,,
135289,0.411,,,,,,,,,,
135389,0.543,,,,,,,,,,
135514,0.645,,,,,,,,,,
135607,0.519,,,,,,,,,,
135708,1.045,,,,,,,,,,
135789,0.693,,,,,,,,,,
135889,0.952,,,,,,,,,,
135972,1.083,,,,,,,,,,
136072,0.627,,,,,,,,,,
136155,0.562,,,,,,,,,,
136255,0.759,,,,,,,,,,
136325,1.092,,,,,,,,,,
136411,0.926,,,,,,,,,,
136511,0.608,,,,,,,,,,
136611,0.538,,,,,,,,,,
136711,0.467,,,,,,,,,,
136811,0.303,,,,,,,,,,
136911,0.493,,,,,,,,,,
137011,0.255,,,,,,,,,,
137111,0.163,,,,,,,,,,
137211,0.312,,,,,,,,,,
137311,0.478,,,,,,,,,,
137411,-0.16,,,,,,,,,,
137511,0.238,,,,,,,,,,
137611,0.253,,,,,,,,,,
137711,0.091,,,,,,,,,,
137811,0.233,,,,,,,,,,
137911,0.219,,,,,,,,,,
138011,0.072,,,,,,,,,,
138111,0.262,,,,,,,,,,
138211,0.075,,,,,,,,,,
138311,0.121,,,,,,,,,,
138411,0.338,,,,,,,,,,
138511,-0.376,,,,,,,,,,
138611,0.115,,,,,,,,,,
138711,0.117,,,,,,,,,,
138811,-0.11,,,,,,,,,,
138911,0.208,,,,,,,,,,
139011,-0.098,,,,,,,,,,
139111,-0.127,,,,,,,,,,
139211,0.105,,,,,,,,,,
139311,0.238,,,,,,,,,,
139411,-0.224,,,,,,,,,,
139511,0.136,,,,,,,,,,
139611,0.224,,,,,,,,,,
139711,-0.021,,,,,,,,,,
139811,0.167,,,,,,,,,,
139911,-0.006,,,,,,,,,,
140011,-0.326,,,,,,,,,,
140111,0.174,,,,,,,,,,
140211,0.091,,,,,,,,,,
140311,-0.166,,,,,,,,,,
140411,0.355,,,,,,,,,,
140494,-0.079,,,,,,,,,,
140594,0.082,,,,,,,,,,
140694,0.113,,,,,,,,,,
140794,-0.105,,,,,,,,,,
140894,0.24,,,,,,,,,,
140994,-0.085,,,,,,,,,,
141094,0.064,,,,,,,,,,
141194,0.15,,,,,,,,,,
141294,0.424,,,,,,,,,,
141378,0.25,,,,,,,,,,
141478,-0.236,,,,,,,,,,
141578,-0.127,,,,,,,,,,
141678,0.266,,,,,,,,,,
141778,-0.346,,,,,,,,,,
141878,0.051,,,,,,,,,,
141978,0.155,,,,,,,,,,
142078,-0.006,,,,,,,,,,
142178,-0.26,,,,,,,,,,
142278,0.086,,,,,,,,,,
142378,0.221,,,,,,,,,,
142478,-0.29,,,,,,,,,,
142578,0.188,,,,,,,,,,
142678,0.012,,,,,,,,,,
142761,-0.173,,,,,,,,,,
142861,-0.094,,,,,,,,,,
142961,-0.099,,,,,,,,,,
143061,-0.031,,,,,,,,,,
143161,-0.026,,,,,,,,,,
143261,-0.26,,,,,,,,,,
143361,-0.08,,,,,,,,,,
143461,-0.096,,,,,,,,,,
143561,-0.082,,,,,,,,,,
143661,-0.119,,,,,,,,,,
143761,-0.129,,,,,,,,,,
143861,-0.019,,,,,,,,,,
143961,-0.076,,,,,,,,,,
144061,0.007,,,,,,,,,,
144161,-0.214,,,,,,,,,,
144261,0.17,,,,,,,,,,
144361,0.178,,,,,,,,,,
144445,-0.18,,,,,,,,,,
144544,0.008,,,,,,,,,,
144628,0.121,,,,,,,,,,
144728,0.156,,,,,,,,,,
144811,0.198,,,,,,,,,,
144911,-0.094,,,,,,,,,,
145011,-0.068,,,,,,,,,,
145111,0.199,,,,,,,,,,
145211,-0.329,,,,,,,,,,
145311,-0.182,,,,,,,,,,
145411,-0.069,,,,,,,,,,
145511,-0.08,,,,,,,,,,
145611,-0.008,,,,,,,,,,
145711,0.121,,,,,,,,,,
145811,0.004,,,,,,,,,,
145911,0.017,,,,,,,,,,
146011,0.157,,,,,,,,,,
146111,-0.204,,,,,,,,,,
146211,0.009,,,,,,,,,,
146311,0.193,,,,,,,,,,
146411,-0.049,,,,,,,,,,
146511,-0.03,,,,,,,,,,
146611,0.098,,,,,,,,,,
146711,-0.357,,,,,,,,,,
146811,-0.072,,,,,,,,,,
146911,0.091,,,,,,,,,,
147011,-0.271,,,,,,,,,,
147111,0.016,,,,,,,,,,
147211,-0.072,,,,,,,,,,
147311,-0.136,,,,,,,,,,
147394,0.211,,,,,,,,,,
147494,-0.253,,,,,,,,,,
147594,0.071,,,,,,,,,,
147678,-0.165,,,,,,,,,,
147778,0.097,,,,,,,,,,
147862,-0.237,,,,,,,,,,
147961,0.144,,,,,,,,,,
148061,-0.025,,,,,,,,,,
148145,0.328,,,,,,,,,,
148245,-0.248,,,,,,,,,,
148345,0.022,,,,,,,,,,
148428,-0.174,,,,,,,,,,
148528,0.142,,,,,,,,,,
148611,-0.202,,,,,,,,,,
148711,0.068,,,,,,,,,,
148811,-0.006,,,,,,,,,,
148911,-0.045,,,,,,,,,,
149011,-0.086,,,,,,,,,,
149111,-0.027,,,,,,,,,,
149211,-0.133,,,,,,,,,,
149311,-0.045,,,,,,,,,,
149411,-0.14,,,,,,,,,,
149511,-0.175,,,,,,,,,,
149611,0.469,,,,,,,,,,
