胫骨时间(ms),胫骨偏移(mm),股骨远端时间(ms),股骨远端偏移(mm),股骨前侧时间(ms),股骨前侧偏移(mm),股骨后侧时间(ms),股骨后侧偏移(mm),股骨后斜时间(ms),股骨后斜偏移(mm),股骨前斜时间(ms),股骨前斜偏移(mm)
70819,0.711,70825,-0.052,,,,,,,,
70919,0.308,70925,-0.158,,,,,,,,
71019,0.205,71025,-0.197,,,,,,,,
71119,0.273,71125,-0.127,,,,,,,,
71219,0.12,71225,-0.289,,,,,,,,
71319,0.063,71325,-0.082,,,,,,,,
71419,0.177,71425,-0.061,,,,,,,,
71519,0.203,71525,-0.042,,,,,,,,
71619,0.186,71625,-0.095,,,,,,,,
71719,0.21,71725,0.067,,,,,,,,
71819,0.255,71825,-0.049,,,,,,,,
71919,0.194,71925,-0.027,,,,,,,,
72019,0.175,72025,-0.062,,,,,,,,
72119,0.157,72125,-0.196,,,,,,,,
72219,0.237,72225,-0.292,,,,,,,,
72319,0.177,72325,-0.293,,,,,,,,
72419,0.214,72425,-0.116,,,,,,,,
72519,0.001,72525,0.02,,,,,,,,
72619,-0.027,72625,0.039,,,,,,,,
72719,-0.053,72725,-0.053,,,,,,,,
72819,-0.179,72825,-0.072,,,,,,,,
72902,-0.019,72925,-0.006,,,,,,,,
73002,0.115,73025,0.172,,,,,,,,
73102,0.068,73125,0.113,,,,,,,,
73186,0.229,73225,0.098,,,,,,,,
73285,0.093,73308,0.085,,,,,,,,
73385,0.04,73408,0.068,,,,,,,,
73469,-0.238,73508,-0.003,,,,,,,,
73569,0.028,73592,0.095,,,,,,,,
73652,0.119,73692,0.098,,,,,,,,
73752,-0.05,73792,0.036,,,,,,,,
73852,0.019,73875,0.049,,,,,,,,
73952,-0.243,73975,-0.02,,,,,,,,
74052,0.006,74058,-0.108,,,,,,,,
74152,-0.05,74158,0.084,,,,,,,,
74252,-0.016,74258,0.139,,,,,,,,
74352,-0.1,74358,-0.018,,,,,,,,
74452,-0.146,74458,-0.047,,,,,,,,
74552,0.141,74558,-0.018,,,,,,,,
74652,-0.092,74658,0.042,,,,,,,,
74752,-0.162,74758,0.152,,,,,,,,
74852,0.072,74858,0.089,,,,,,,,
74952,-0.122,74958,-0.14,,,,,,,,
75052,-0.114,75058,-0.1,,,,,,,,
75152,-0.136,75158,-0.047,,,,,,,,
75252,-0.182,75258,0.111,,,,,,,,
75352,-0.221,75358,0.076,,,,,,,,
75452,0.24,75458,0.247,,,,,,,,
75552,-0.185,75558,0.0,,,,,,,,
75652,-0.116,75658,-0.198,,,,,,,,
75752,0.051,75758,0.042,,,,,,,,
75852,-0.132,75858,0.062,,,,,,,,
75952,-0.355,75958,0.065,,,,,,,,
76036,-0.144,76058,0.076,,,,,,,,
76110,-0.127,76158,0.042,,,,,,,,
76219,-0.353,76242,0.115,,,,,,,,
76319,0.224,76342,0.22,,,,,,,,
76419,0.076,76425,0.241,,,,,,,,
76519,-0.049,76525,-0.053,,,,,,,,
76619,-0.09,76625,0.005,,,,,,,,
76719,-0.029,76725,0.036,,,,,,,,
76819,-0.143,76825,0.051,,,,,,,,
76919,0.177,76925,-0.024,,,,,,,,
77019,0.541,77025,0.043,,,,,,,,
77119,0.239,77125,-0.068,,,,,,,,
77219,0.235,77225,0.02,,,,,,,,
77319,0.275,77325,-0.044,,,,,,,,
77419,0.367,77425,-0.059,,,,,,,,
77519,0.274,77525,-0.031,,,,,,,,
77619,-0.029,77625,-0.129,,,,,,,,
77719,-0.006,77725,-0.116,,,,,,,,
77819,0.069,77825,-0.047,,,,,,,,
77919,0.168,77925,-0.037,,,,,,,,
78002,0.015,78025,-0.102,,,,,,,,
78102,0.054,78125,-0.116,,,,,,,,
78202,0.168,78225,-0.07,,,,,,,,
78302,0.126,78325,0.062,,,,,,,,
78402,0.277,78409,-0.054,,,,,,,,
78502,0.191,78508,0.118,,,,,,,,
78586,0.175,78608,0.24,,,,,,,,
78686,0.125,78692,0.061,,,,,,,,
78769,0.317,78792,-0.0,,,,,,,,
78869,0.122,78892,0.032,,,,,,,,
78969,0.337,78975,0.038,,,,,,,,
79052,0.054,79075,-0.049,,,,,,,,
79152,0.396,79159,0.249,,,,,,,,
79252,0.167,79259,0.213,,,,,,,,
79352,0.229,79358,-0.031,,,,,,,,
79452,0.354,79458,0.155,,,,,,,,
79552,0.246,79558,0.246,,,,,,,,
79652,0.283,79658,0.221,,,,,,,,
79752,0.557,79758,0.281,,,,,,,,
79852,0.457,79858,0.185,,,,,,,,
79952,0.359,79958,0.082,,,,,,,,
80052,0.385,80058,0.156,,,,,,,,
80152,0.244,80158,0.381,,,,,,,,
80252,0.472,80258,0.219,,,,,,,,
80352,0.562,80358,0.245,,,,,,,,
80452,0.398,80458,0.215,,,,,,,,
80552,0.365,80558,-0.034,,,,,,,,
80652,0.261,80658,0.185,,,,,,,,
80752,0.285,80758,0.239,,,,,,,,
80852,0.338,80858,0.295,,,,,,,,
80952,0.297,80958,-0.006,,,,,,,,
81052,0.265,81059,0.007,,,,,,,,
81152,0.272,81158,-0.076,,,,,,,,
81252,0.3,81259,0.159,,,,,,,,
81352,0.196,81358,0.319,,,,,,,,
81452,0.152,81458,0.295,,,,,,,,
81552,0.25,81542,0.19,,,,,,,,
81652,0.107,81642,0.358,,,,,,,,
81736,0.353,81742,0.198,,,,,,,,
81836,0.512,81825,0.062,,,,,,,,
81936,0.277,81925,0.13,,,,,,,,
82019,0.193,82025,0.162,,,,,,,,
82119,0.367,82125,0.053,,,,,,,,
82219,0.451,82225,0.392,,,,,,,,
82302,0.487,82325,0.381,,,,,,,,
82402,0.381,82425,0.154,,,,,,,,
82486,0.511,82525,0.256,,,,,,,,
82586,0.176,82625,0.366,,,,,,,,
82686,0.487,82725,0.389,,,,,,,,
82769,0.219,82825,0.199,,,,,,,,
82869,0.346,82925,0.156,,,,,,,,
82969,0.365,83025,0.169,,,,,,,,
83069,0.092,83125,0.147,,,,,,,,
83169,0.28,83225,0.198,,,,,,,,
83269,0.447,83325,0.269,,,,,,,,
83369,0.358,83425,0.271,,,,,,,,
83469,0.41,83525,0.176,,,,,,,,
83569,0.55,83625,0.109,,,,,,,,
83669,0.408,83725,0.349,,,,,,,,
83769,0.34,83825,0.378,,,,,,,,
83869,0.466,83925,0.396,,,,,,,,
83969,0.238,84025,0.34,,,,,,,,
84069,0.324,84125,0.293,,,,,,,,
84169,0.519,84225,0.295,,,,,,,,
84269,0.302,84325,0.299,,,,,,,,
84369,0.513,84425,0.494,,,,,,,,
84469,0.447,84525,0.492,,,,,,,,
84569,0.501,84625,0.359,,,,,,,,
84669,0.375,84709,0.509,,,,,,,,
84769,0.524,84809,0.399,,,,,,,,
84869,0.321,84892,0.29,,,,,,,,
84969,0.509,84992,0.52,,,,,,,,
85069,0.559,85092,0.481,,,,,,,,
85169,0.254,85192,0.334,,,,,,,,
85270,0.24,85292,0.274,,,,,,,,
85369,0.352,85392,0.196,,,,,,,,
85469,0.434,85492,0.248,,,,,,,,
85552,0.326,85592,0.487,,,,,,,,
85652,0.351,85692,0.313,,,,,,,,
85752,0.499,85792,0.191,,,,,,,,
85836,0.11,85892,0.106,,,,,,,,
85936,0.318,85992,0.178,,,,,,,,
86019,0.041,86092,0.303,,,,,,,,
86119,0.292,86175,0.319,,,,,,,,
86219,0.232,86275,0.257,,,,,,,,
86302,0.625,86375,0.266,,,,,,,,
86402,0.424,86475,0.296,,,,,,,,
86503,0.179,86575,0.281,,,,,,,,
86603,0.468,86675,0.498,,,,,,,,
86703,0.332,86775,0.466,,,,,,,,
86803,0.101,86875,0.516,,,,,,,,
86903,0.039,86975,0.223,,,,,,,,
87003,0.313,87075,0.388,,,,,,,,
87102,0.296,87175,0.524,,,,,,,,
87203,0.38,87275,0.342,,,,,,,,
87302,0.57,87375,0.355,,,,,,,,
87403,0.229,87476,0.297,,,,,,,,
87503,0.37,87575,0.394,,,,,,,,
87603,0.206,87675,0.391,,,,,,,,
87703,0.311,87775,0.404,,,,,,,,
87802,0.187,87875,0.326,,,,,,,,
87902,0.189,87975,0.267,,,,,,,,
88003,0.317,88075,0.296,,,,,,,,
88103,0.153,88175,0.149,,,,,,,,
88203,0.706,88275,0.254,,,,,,,,
88302,0.524,88375,0.316,,,,,,,,
88402,0.692,88475,0.379,,,,,,,,
88502,0.476,88575,0.509,,,,,,,,
88603,0.262,88659,0.478,,,,,,,,
88703,0.079,88759,0.473,,,,,,,,
88803,0.06,88859,0.35,,,,,,,,
88903,0.031,88959,0.208,,,,,,,,
88986,0.204,89059,0.36,,,,,,,,
89086,-0.112,89159,0.452,,,,,,,,
89186,0.049,89259,0.017,,,,,,,,
89270,-0.035,89342,0.001,,,,,,,,
89369,0.088,89442,-0.115,,,,,,,,
89469,0.122,89542,-0.033,,,,,,,,
89553,0.184,89642,-0.012,,,,,,,,
89653,0.148,89742,0.298,,,,,,,,
89736,0.259,89842,0.001,,,,,,,,
89836,-0.014,89942,0.04,,,,,,,,
89936,0.227,90042,0.212,,,,,,,,
90036,0.158,90142,0.45,,,,,,,,
90136,0.141,90242,0.389,,,,,,,,
90236,0.035,90342,0.14,,,,,,,,
90336,0.205,90442,-0.019,,,,,,,,
90436,-0.009,90542,-0.144,,,,,,,,
90536,0.177,90642,0.035,,,,,,,,
90636,0.176,90742,-0.121,,,,,,,,
90736,0.338,90842,-0.189,,,,,,,,
90836,0.285,90942,-0.118,,,,,,,,
90936,0.171,91042,-0.212,,,,,,,,
91036,0.293,91142,-0.26,,,,,,,,
91136,0.018,91242,-0.255,,,,,,,,
91236,0.292,91342,-0.021,,,,,,,,
91336,0.319,91442,-0.014,,,,,,,,
91436,-0.003,91542,-0.112,,,,,,,,
91536,0.231,91642,-0.187,,,,,,,,
91606,0.073,91742,-0.193,,,,,,,,
91703,0.221,91842,-0.198,,,,,,,,
91786,0.258,91942,0.056,,,,,,,,
91886,0.183,92042,-0.004,,,,,,,,
91986,0.283,92142,-0.158,,,,,,,,
92069,0.036,92242,-0.113,,,,,,,,
92169,0.291,92342,-0.031,,,,,,,,
92270,0.379,92442,0.182,,,,,,,,
92369,0.187,92542,0.493,,,,,,,,
92469,0.337,92642,0.458,,,,,,,,
92569,0.578,92742,0.552,,,,,,,,
92670,0.211,92826,0.18,,,,,,,,
92769,0.27,92926,0.086,,,,,,,,
92870,0.329,93025,0.006,,,,,,,,
92969,0.115,93126,-0.079,,,,,,,,
93069,0.489,93226,-0.029,,,,,,,,
93169,0.374,93326,-0.228,,,,,,,,
93269,0.169,93426,-0.22,,,,,,,,
93369,0.498,93525,-0.358,,,,,,,,
93470,0.542,93626,-0.44,,,,,,,,
93569,0.258,93726,-0.479,,,,,,,,
93669,0.165,93809,-0.361,,,,,,,,
93769,0.524,93909,-0.064,,,,,,,,
93870,0.432,94009,0.088,,,,,,,,
93969,0.182,94109,-0.019,,,,,,,,
94069,0.345,94209,-0.05,,,,,,,,
94169,0.361,94309,-0.217,,,,,,,,
94269,0.051,94392,-0.356,,,,,,,,
94370,0.387,94492,-0.187,,,,,,,,
94469,0.295,94592,-0.137,,,,,,,,
94570,0.2,94692,-0.045,,,,,,,,
94669,0.509,94792,-0.228,,,,,,,,
94769,0.591,94892,-0.311,,,,,,,,
94869,0.148,94992,-0.419,,,,,,,,
94970,0.569,95092,-0.453,,,,,,,,
95069,0.556,95192,-0.322,,,,,,,,
95169,0.216,95292,-0.198,,,,,,,,
95269,0.682,95392,-0.34,,,,,,,,
95370,0.394,95492,-0.449,,,,,,,,
95469,0.411,95592,-0.338,,,,,,,,
95553,0.328,95692,-0.244,,,,,,,,
95653,0.222,95792,-0.046,,,,,,,,
95753,0.49,95892,-0.037,,,,,,,,
95836,0.298,95992,-0.022,,,,,,,,
95936,0.474,96092,0.05,,,,,,,,
96020,0.411,96192,0.012,,,,,,,,
96120,0.541,96292,-0.054,,,,,,,,
96219,0.464,96392,0.004,,,,,,,,
96303,0.536,96492,0.159,,,,,,,,
96403,0.376,96592,-0.048,,,,,,,,
96503,0.628,96692,0.078,,,,,,,,
96603,0.58,96792,-0.074,,,,,,,,
96703,0.287,96892,0.044,,,,,,,,
96803,0.758,96992,0.267,,,,,,,,
96903,0.701,97092,0.191,,,,,,,,
97003,0.545,97192,0.16,,,,,,,,
97103,0.404,97292,0.132,,,,,,,,
97203,0.782,97392,0.084,,,,,,,,
97303,0.279,97492,0.027,,,,,,,,
97403,0.52,97592,0.258,,,,,,,,
97486,0.368,97692,-0.149,,,,,,,,
97586,0.584,97792,-0.121,,,,,,,,
97670,0.518,97892,-0.218,,,,,,,,
97770,0.728,97992,-0.116,,,,,,,,
97853,0.611,98076,-0.24,,,,,,,,
97953,0.827,98176,-0.198,,,,,,,,
98053,0.61,98276,-0.162,,,,,,,,
98153,0.525,98359,-0.189,,,,,,,,
98253,0.745,98459,-0.289,,,,,,,,
98336,0.446,98559,-0.238,,,,,,,,
98436,0.795,98642,-0.151,,,,,,,,
98519,0.573,98742,-0.11,,,,,,,,
98620,0.637,98826,-0.098,,,,,,,,
98703,0.536,98926,-0.161,,,,,,,,
98803,0.479,99026,-0.264,,,,,,,,
98903,0.341,99126,-0.119,,,,,,,,
99003,0.696,99226,-0.092,,,,,,,,
99103,0.702,99326,0.038,,,,,,,,
99203,0.442,99426,-0.107,,,,,,,,
99303,0.371,99526,-0.146,,,,,,,,
99403,0.65,99626,-0.295,,,,,,,,
99503,0.576,99726,0.027,,,,,,,,
99603,0.33,99826,-0.132,,,,,,,,
99703,0.325,99926,-0.106,,,,,,,,
99803,0.167,100026,-0.213,,,,,,,,
99903,0.205,100126,-0.122,,,,,,,,
100003,0.104,100226,-0.147,,,,,,,,
100103,0.199,100309,0.007,,,,,,,,
100203,0.207,100392,-0.056,,,,,,,,
100303,0.184,100476,-0.076,,,,,,,,
100403,0.174,100576,0.047,,,,,,,,
100503,0.15,100659,-0.0,,,,,,,,
100603,0.209,100759,-0.001,,,,,,,,
100676,0.304,100859,0.131,,,,,,,,
100755,0.346,100959,0.093,,,,,,,,
100853,0.328,101059,0.231,,,,,,,,
100936,0.345,101159,0.269,,,,,,,,
101036,0.185,101259,0.285,,,,,,,,
101136,0.405,101359,-0.021,,,,,,,,
101236,0.379,101459,-0.08,,,,,,,,
101336,0.453,101559,0.122,,,,,,,,
101437,0.439,101659,0.273,,,,,,,,
101536,0.416,101759,-0.269,,,,,,,,
101636,0.563,101859,-0.166,,,,,,,,
101736,0.243,101959,-0.159,,,,,,,,
101836,0.494,102059,-0.024,,,,,,,,
101936,0.503,102159,0.253,,,,,,,,
102036,0.452,102259,0.489,,,,,,,,
102136,0.501,102359,0.449,,,,,,,,
102236,0.682,102459,0.296,,,,,,,,
102336,0.406,102559,-0.128,,,,,,,,
102436,0.194,102659,-0.069,,,,,,,,
102536,0.674,102759,0.097,,,,,,,,
102636,0.684,102859,0.061,,,,,,,,
102736,0.451,102959,0.399,,,,,,,,
102836,0.439,103059,0.38,,,,,,,,
102936,0.501,103159,0.331,,,,,,,,
103036,0.289,103259,-0.076,,,,,,,,
103136,0.519,103359,-0.206,,,,,,,,
103236,0.533,103459,-0.235,,,,,,,,
103336,0.403,103559,-0.009,,,,,,,,
103436,0.498,103643,-0.085,,,,,,,,
103536,0.597,103743,0.15,,,,,,,,
103636,0.572,103843,0.517,,,,,,,,
103736,0.673,103926,0.553,,,,,,,,
103836,0.828,104026,0.126,,,,,,,,
103936,0.521,104126,0.008,,,,,,,,
104036,0.438,104212,-0.895,,,,,,,,
104136,0.781,104304,-0.598,,,,,,,,
104236,0.452,104404,-1.163,,,,,,,,
104336,0.231,104470,-0.796,,,,,,,,
104420,0.541,104569,0.052,,,,,,,,
104520,0.39,104669,-0.124,,,,,,,,
104620,0.81,104753,0.092,,,,,,,,
104703,0.357,104853,0.104,,,,,,,,
104803,0.668,104953,-0.182,,,,,,,,
104903,0.565,105036,-0.299,,,,,,,,
104986,0.537,105136,-0.167,,,,,,,,
105086,0.478,105236,-0.451,,,,,,,,
105170,0.524,105336,-0.583,,,,,,,,
105270,0.317,105436,-0.611,,,,,,,,
105370,0.359,105519,-0.679,,,,,,,,
105470,0.593,105620,-0.561,,,,,,,,
105570,0.473,105719,-0.27,,,,,,,,
105670,0.439,105819,-0.098,,,,,,,,
105770,0.663,105919,0.066,,,,,,,,
105870,0.552,106019,-0.018,,,,,,,,
105970,0.372,106119,0.045,,,,,,,,
106070,0.779,106219,-0.059,,,,,,,,
106170,0.593,106319,-0.072,,,,,,,,
106270,0.43,106419,-0.138,,,,,,,,
106370,0.682,106520,-0.011,,,,,,,,
106470,0.678,106619,0.091,,,,,,,,
106570,0.299,106719,0.123,,,,,,,,
106670,0.524,106819,0.049,,,,,,,,
106770,0.471,106919,-0.16,,,,,,,,
106870,0.294,107019,-0.019,,,,,,,,
106970,0.582,107119,0.013,,,,,,,,
107070,0.741,107219,0.123,,,,,,,,
107170,0.448,107319,-0.018,,,,,,,,
107270,0.426,107419,-0.011,,,,,,,,
107370,0.794,107519,-0.014,,,,,,,,
107470,0.622,107603,0.002,,,,,,,,
107570,0.307,107686,-0.098,,,,,,,,
107670,0.794,107786,0.002,,,,,,,,
107770,0.666,107886,-0.002,,,,,,,,
107870,0.248,107986,-0.157,,,,,,,,
107970,0.642,108086,-0.201,,,,,,,,
108070,0.511,108186,-0.045,,,,,,,,
108170,0.336,108286,0.151,,,,,,,,
108270,0.53,108386,-0.005,,,,,,,,
108370,0.355,108486,-0.009,,,,,,,,
108470,0.531,108586,0.043,,,,,,,,
108570,0.231,108686,0.124,,,,,,,,
108653,0.535,108786,-0.151,,,,,,,,
108753,0.08,108886,-0.153,,,,,,,,
108853,0.291,108986,-0.109,,,,,,,,
108953,0.406,109086,-0.186,,,,,,,,
109053,0.001,109186,-0.231,,,,,,,,
109153,0.435,109286,-0.026,,,,,,,,
109253,0.664,109386,-0.097,,,,,,,,
109353,0.09,109486,-0.172,,,,,,,,
109453,0.027,109586,-0.173,,,,,,,,
109553,0.248,109686,-0.108,,,,,,,,
109653,0.28,109786,-0.279,,,,,,,,
109753,0.227,109870,-0.378,,,,,,,,
109853,0.3,109970,-0.403,,,,,,,,
109953,0.423,110070,-0.176,,,,,,,,
110053,0.343,110153,-0.238,,,,,,,,
110153,0.416,110253,-0.181,,,,,,,,
110253,0.483,110353,-0.178,,,,,,,,
110337,0.27,110436,-0.099,,,,,,,,
110411,0.314,110536,-0.302,,,,,,,,
110503,0.522,110636,-0.188,,,,,,,,
110587,0.572,110736,-0.206,,,,,,,,
110687,0.308,110836,-0.256,,,,,,,,
110770,0.278,110919,-0.236,,,,,,,,
110870,0.367,111020,-0.229,,,,,,,,
110970,0.233,111119,-0.117,,,,,,,,
111070,-0.115,111220,0.007,,,,,,,,
111170,0.074,111319,-0.107,,,,,,,,
111270,0.133,111420,-0.237,,,,,,,,
111370,0.111,111520,-0.409,,,,,,,,
111470,0.166,111620,-0.253,,,,,,,,
111570,0.245,111720,-0.017,,,,,,,,
111670,0.079,111820,-0.251,,,,,,,,
111770,0.084,111920,-0.469,,,,,,,,
111870,0.217,112020,-0.31,,,,,,,,
111970,0.033,112120,-0.286,,,,,,,,
112070,0.191,112220,-0.216,,,,,,,,
112170,0.286,112320,-0.228,,,,,,,,
112270,0.396,112420,-0.102,,,,,,,,
112370,0.355,112520,-0.117,,,,,,,,
112470,0.254,112620,-0.197,,,,,,,,
112570,0.486,112720,-0.077,,,,,,,,
112670,0.484,112820,-0.176,,,,,,,,
112754,0.599,112920,-0.161,,,,,,,,
112853,0.501,113020,-0.09,,,,,,,,
112953,0.421,113120,-0.126,,,,,,,,
113037,0.391,113220,0.04,,,,,,,,
113137,0.483,113320,-0.029,,,,,,,,
113237,0.633,113420,0.129,,,,,,,,
113320,0.517,113503,0.084,,,,,,,,
113420,0.474,113603,-0.005,,,,,,,,
113520,0.603,113686,0.168,,,,,,,,
113620,0.478,113786,0.013,,,,,,,,
113720,0.51,113887,-0.019,,,,,,,,
113803,0.387,113986,0.113,,,,,,,,
113903,0.487,114086,0.284,,,,,,,,
114003,0.435,114186,0.206,,,,,,,,
114103,0.494,114286,0.022,,,,,,,,
114203,0.302,114387,0.151,,,,,,,,
114303,0.462,114486,-0.04,,,,,,,,
114403,0.456,114586,0.041,,,,,,,,
114504,0.487,114686,-0.043,,,,,,,,
114604,0.48,114786,-0.142,,,,,,,,
114703,0.305,114887,0.041,,,,,,,,
114803,0.412,114986,0.005,,,,,,,,
114903,0.279,115086,0.037,,,,,,,,
115003,0.507,115186,0.039,,,,,,,,
115103,0.352,115287,0.435,,,,,,,,
115203,0.528,115370,0.225,,,,,,,,
115303,0.524,115470,0.256,,,,,,,,
115403,0.494,115570,0.249,,,,,,,,
115503,0.332,115670,0.296,,,,,,,,
115603,0.52,115770,0.249,,,,,,,,
115703,0.479,115870,0.224,,,,,,,,
115803,0.442,115970,0.043,,,,,,,,
115896,0.562,116070,0.172,,,,,,,,
115977,0.404,116170,-0.046,,,,,,,,
116058,0.496,116270,0.147,,,,,,,,
116137,0.515,116370,-0.013,,,,,,,,
116220,0.447,116470,0.104,,,,,,,,
116303,0.443,116570,0.138,,,,,,,,
116418,0.465,116670,0.076,,,,,,,,
116504,0.32,116770,0.056,,,,,,,,
116587,0.154,116870,-0.054,,,,,,,,
116652,0.361,116970,-0.006,,,,,,,,
116723,0.127,117070,-0.173,,,,,,,,
116820,0.166,117170,-0.241,,,,,,,,
116920,0.42,117270,-0.083,,,,,,,,
117004,0.154,117370,0.059,,,,,,,,
117103,-0.201,117470,-0.01,,,,,,,,
117203,-0.003,117570,0.032,,,,,,,,
117287,-0.159,117670,0.05,,,,,,,,
117387,-0.108,117770,-0.012,,,,,,,,
117487,-0.286,117870,-0.002,,,,,,,,
117587,-0.121,117970,-0.056,,,,,,,,
117688,0.505,118070,-0.055,,,,,,,,
117788,0.845,118170,0.237,,,,,,,,
117898,0.911,118270,0.058,,,,,,,,
117972,0.515,118370,0.267,,,,,,,,
118055,0.208,118470,0.041,,,,,,,,
118155,0.312,118570,-0.126,,,,,,,,
118255,0.318,118670,-0.502,,,,,,,,
118339,0.465,118770,-0.654,,,,,,,,
118439,0.621,118870,-0.557,,,,,,,,
118539,1.236,118970,-0.526,,,,,,,,
118621,0.35,119070,-0.254,,,,,,,,
118721,0.169,119170,-0.302,,,,,,,,
118821,0.083,119253,-0.241,,,,,,,,
118921,-0.015,119353,-0.162,,,,,,,,
119021,-0.128,119453,-0.307,,,,,,,,
119121,0.012,119536,-0.195,,,,,,,,
119221,-0.196,119636,-0.292,,,,,,,,
119321,0.081,119720,-0.082,,,,,,,,
119421,0.299,119820,-0.189,,,,,,,,
119521,0.269,119920,-0.18,,,,,,,,
119621,0.233,120020,-0.028,,,,,,,,
119721,0.267,120120,0.173,,,,,,,,
119821,0.207,120220,0.114,,,,,,,,
119921,0.346,120320,0.009,,,,,,,,
120021,0.246,120420,0.203,,,,,,,,
120104,0.25,120520,0.025,,,,,,,,
120204,0.351,120620,-0.26,,,,,,,,
120304,0.335,120720,-0.113,,,,,,,,
120404,0.364,120820,-0.184,,,,,,,,
120504,0.39,120920,-0.1,,,,,,,,
120604,0.589,121003,-0.084,,,,,,,,
120704,0.352,121103,-0.049,,,,,,,,
120804,0.254,121203,-0.113,,,,,,,,
120904,0.31,121287,0.012,,,,,,,,
121004,0.416,121387,-0.123,,,,,,,,
121104,0.279,121470,-0.039,,,,,,,,
121204,0.443,121570,0.086,,,,,,,,
121304,0.369,121670,0.094,,,,,,,,
121404,0.594,121753,-0.104,,,,,,,,
121504,0.73,121853,0.065,,,,,,,,
121604,0.298,121953,0.002,,,,,,,,
121704,0.858,122053,0.078,,,,,,,,
121804,0.921,122153,0.059,,,,,,,,
121885,1.02,122253,0.009,,,,,,,,
121974,1.023,122353,0.022,,,,,,,,
122074,0.966,122453,0.038,,,,,,,,
122159,0.715,122553,0.141,,,,,,,,
122259,0.848,122653,0.152,,,,,,,,
122342,0.616,122753,0.197,,,,,,,,
122442,0.691,122853,0.134,,,,,,,,
122542,0.757,122953,0.178,,,,,,,,
122642,0.377,123053,0.246,,,,,,,,
122742,0.368,123153,0.113,,,,,,,,
122842,0.201,123253,-0.134,,,,,,,,
122942,0.329,123353,-0.377,,,,,,,,
123042,0.452,123453,-0.215,,,,,,,,
123142,0.556,123553,-0.102,,,,,,,,
123242,0.546,123653,-0.146,,,,,,,,
123326,0.408,123753,-0.059,,,,,,,,
123425,0.632,123853,-0.063,,,,,,,,
123526,0.506,123953,0.112,,,,,,,,
123626,0.4,124053,0.265,,,,,,,,
123726,0.546,124153,-0.108,,,,,,,,
123825,0.515,124253,0.016,,,,,,,,
123926,0.5,124353,0.159,,,,,,,,
124025,0.756,124453,0.288,,,,,,,,
124126,0.306,124553,0.176,,,,,,,,
124225,0.598,124653,0.304,,,,,,,,
124326,0.625,124753,0.193,,,,,,,,
124426,0.567,124853,0.1,,,,,,,,
124526,0.751,124953,0.217,,,,,,,,
124625,0.614,125053,0.069,,,,,,,,
124725,0.609,125153,0.148,,,,,,,,
124826,0.762,125237,0.121,,,,,,,,
124926,0.8,125337,0.159,,,,,,,,
125026,0.919,125437,0.279,,,,,,,,
125126,0.465,125537,0.195,,,,,,,,
125226,0.672,125637,0.192,,,,,,,,
125326,0.689,125737,0.176,,,,,,,,
125426,0.585,125837,0.174,,,,,,,,
125526,0.702,125937,0.008,,,,,,,,
125626,0.892,126037,0.17,,,,,,,,
125725,0.83,126137,0.315,,,,,,,,
125825,0.786,126237,0.307,,,,,,,,
125926,0.68,126337,0.35,,,,,,,,
126026,0.712,126420,0.239,,,,,,,,
126126,0.708,126520,0.453,,,,,,,,
126226,0.56,126620,0.487,,,,,,,,
126326,0.64,126720,0.485,,,,,,,,
126426,0.338,126820,0.445,,,,,,,,
126525,0.554,126920,0.243,,,,,,,,
126625,0.326,127020,0.367,,,,,,,,
126725,0.254,127120,0.224,,,,,,,,
126825,0.614,127220,0.341,,,,,,,,
126925,0.531,127320,0.366,,,,,,,,
127026,0.656,127420,0.384,,,,,,,,
127134,0.704,127520,0.362,,,,,,,,
127229,0.725,127620,0.435,,,,,,,,
127329,0.571,127720,0.35,,,,,,,,
127412,0.717,127820,0.313,,,,,,,,
127512,0.646,127920,0.564,,,,,,,,
127596,0.67,128020,0.766,,,,,,,,
127696,0.444,128120,0.463,,,,,,,,
127796,0.465,128220,0.169,,,,,,,,
127896,0.654,128320,0.032,,,,,,,,
127996,0.567,128404,0.029,,,,,,,,
128096,0.459,128503,0.111,,,,,,,,
128195,0.482,128603,0.38,,,,,,,,
128296,0.557,128687,0.185,,,,,,,,
128396,0.602,128787,0.157,,,,,,,,
128496,0.483,128887,0.31,,,,,,,,
128596,0.611,128970,0.312,,,,,,,,
128696,0.604,129070,0.18,,,,,,,,
128796,0.571,129154,0.308,,,,,,,,
128896,0.719,129253,0.262,,,,,,,,
128996,0.608,129354,0.353,,,,,,,,
129096,0.425,129453,0.231,,,,,,,,
129196,0.626,129553,0.112,,,,,,,,
129296,0.852,129654,0.649,,,,,,,,
129396,0.793,129753,0.56,,,,,,,,
129496,0.716,129854,0.598,,,,,,,,
129579,0.629,129953,0.222,,,,,,,,
129679,0.59,130053,0.242,,,,,,,,
129779,0.553,130153,0.252,,,,,,,,
129862,0.481,130253,0.586,,,,,,,,
129962,0.501,130353,0.657,,,,,,,,
130062,0.412,130454,0.595,,,,,,,,
130146,0.686,130554,0.679,,,,,,,,
130246,0.541,130653,0.536,,,,,,,,
130329,0.623,130754,-0.007,,,,,,,,
130429,0.584,130854,-0.291,,,,,,,,
130529,0.707,130953,-0.306,,,,,,,,
130629,0.751,131053,-0.048,,,,,,,,
130729,0.528,131137,0.215,,,,,,,,
130829,0.701,131220,0.104,,,,,,,,
